config_id,split,topic,status,similarity_threshold,pagerank_damping,pagerank_tolerance,pagerank_max_iterations,max_summary_words,use_mmr,mmr_lambda,true_positive,predicted,reference,precision,recall,f1,hit_at_1,hit_at_3,hit_at_5,word_count,budget_utilization,nodes,edges,density,isolated_nodes,isolated_ratio,average_degree,connected_components,mean_redundancy,max_redundancy,pagerank_iterations,runtime_seconds
t=0.02|d=0.85|tol=1e-08|iter=1000|words=100|mmr=off,train,d061j,converged,0.02,0.85,1e-08,1000,100,False,,1,4,18,0.25,0.05555555555555555,0.0909090909090909,0,1,1,100,1.0,186,4037,0.23464109270560884,1,0.005376344086021506,43.40860215053763,2,0.2362333328717022,0.45430454776676077,30,0.03665370800000012
t=0.02|d=0.85|tol=1e-08|iter=1000|words=100|mmr=off,train,d062j,converged,0.02,0.85,1e-08,1000,100,False,,0,5,0,0.0,0.0,0.0,0,0,0,100,1.0,120,1653,0.23151260504201682,2,0.016666666666666666,27.55,3,0.11936507330419086,0.3326240264078649,23,0.015443249999999908
t=0.02|d=0.85|tol=1e-08|iter=1000|words=100|mmr=off,train,d063j,converged,0.02,0.85,1e-08,1000,100,False,,0,3,18,0.0,0.0,0.0,0,0,0,100,1.0,253,4848,0.1520798042537173,3,0.011857707509881422,38.32411067193676,4,0.22152607046561681,0.3530378592180876,39,0.05810029100000014
t=0.02|d=0.85|tol=1e-08|iter=1000|words=100|mmr=off,train,d064j,converged,0.02,0.85,1e-08,1000,100,False,,1,5,19,0.2,0.05263157894736842,0.08333333333333333,1,1,1,100,1.0,199,3319,0.1684686056545353,2,0.010050251256281407,33.35678391959799,3,0.06891412255869786,0.22904521232005634,20,0.03150729200000013
t=0.02|d=0.85|tol=1e-08|iter=1000|words=100|mmr=off,train,d065j,converged,0.02,0.85,1e-08,1000,100,False,,1,5,12,0.2,0.08333333333333333,0.11764705882352941,1,1,1,100,1.0,309,6864,0.14424410540915394,13,0.042071197411003236,44.42718446601942,15,0.08218980769159002,0.2423033159520457,36,0.08241537500000007
t=0.02|d=0.85|tol=1e-08|iter=1000|words=100|mmr=off,train,d066j,converged,0.02,0.85,1e-08,1000,100,False,,0,5,19,0.0,0.0,0.0,0,0,0,100,1.0,204,3853,0.18608132908335748,5,0.024509803921568627,37.77450980392157,6,0.04248254556818008,0.23638592932847835,56,0.056330875
t=0.02|d=0.85|tol=1e-08|iter=1000|words=100|mmr=off,train,d067f,converged,0.02,0.85,1e-08,1000,100,False,,0,4,0,0.0,0.0,0.0,0,0,0,100,1.0,134,2185,0.24520255863539445,3,0.022388059701492536,32.61194029850746,4,0.18860690801377764,0.5862041332101912,64,0.034293250000000164
t=0.02|d=0.85|tol=1e-08|iter=1000|words=100|mmr=off,train,d068f,converged,0.02,0.85,1e-08,1000,100,False,,0,7,0,0.0,0.0,0.0,0,0,0,100,1.0,136,2364,0.257516339869281,4,0.029411764705882353,34.76470588235294,5,0.1277819010135278,0.9999999999999999,37,0.025666624999999943
t=0.02|d=0.85|tol=1e-08|iter=1000|words=100|mmr=off,train,d069f,converged,0.02,0.85,1e-08,1000,100,False,,0,4,14,0.0,0.0,0.0,0,0,0,98,0.98,331,13715,0.2511214867710336,1,0.0030211480362537764,82.87009063444108,2,0.12200150771601624,0.20539654204272445,16,0.09469441600000006
t=0.02|d=0.85|tol=1e-08|iter=1000|words=100|mmr=off,train,d070f,converged,0.02,0.85,1e-08,1000,100,False,,1,7,16,0.14285714285714285,0.0625,0.08695652173913043,1,1,1,100,1.0,167,3139,0.2264627371762499,8,0.04790419161676647,37.59281437125748,9,0.0793164400717916,0.3394669290404032,34,0.03285787500000015
